GeneName,GN_Syn
TSN,TSN
AC018737.1,AC018737.1
LINC01823,LINC01823
AC062020.1,AC062020.1
LINC01826,LINC01826
AC073409.1,AC073409.1
AC092646.2,AC092646.2
AC092646.1,AC092646.1
AC064859.1,AC064859.1
RN7SKP102,RN7SKP102
AC079154.1,AC079154.1
CNTNAP5,CNTNAP5
MTND5P22,MTND5P22
AC019159.1,AC019159.1
RNA5SP102,RNA5SP102
RNU6-259P,RNU6-259P
LINC01889,LINC01889
AC097499.1,AC097499.1
LINC01941,LINC01941
AC023347.1,AC023347.1
AC023347.2,AC023347.2
YWHAZP2,YWHAZP2
GYPC,GYPC
AC013474.1,AC013474.1
RNU6-675P,RNU6-675P
TEX51,TEX51
RNU7-182P,RNU7-182P
AC012508.2,AC012508.2
AC012508.1,AC012508.1
BIN1,BIN1
NIFKP9,NIFKP9
CYP27C1,CYP27C1
AC110926.1,AC110926.1
ERCC3,ERCC3
MAP3K2,MAP3K2
RNU6-1147P,RNU6-1147P
AC068282.1,AC068282.1
PROC,PROC
MIR4783,MIR4783
IWS1,IWS1
AC010976.1,AC010976.1
RNU4-48P,RNU4-48P
MYO7B,MYO7B
AC010976.2,AC010976.2
LIMS2,LIMS2
GPR17,GPR17
WDR33,WDR33
SFT2D3,SFT2D3
RNY4P7,RNY4P7
RF00019,RF00019
AC006011.2,AC006011.2
POLR2D,POLR2D
RNU6-395P,RNU6-395P
AC006011.1,AC006011.1
RF00017,RF00017
AMMECR1L,AMMECR1L
AC012306.2,AC012306.2
AC012306.1,AC012306.1
SAP130,SAP130
AC108059.3,AC108059.3
RF00019,RF00019
UGGT1,UGGT1
AC108059.1,AC108059.1
AC108059.2,AC108059.2
DYNLT3P2,DYNLT3P2
AC017079.1,AC017079.1
AC017079.2,AC017079.2
HS6ST1,HS6ST1
RF00019,RF00019
RNA5SP103,RNA5SP103
ISCA1P6,ISCA1P6
AC012451.1,AC012451.1
AC068483.1,AC068483.1
LINC01854,LINC01854
PPIAP65,PPIAP65
LINC02572,LINC02572
PLAC9P1,PLAC9P1
LINC01856,LINC01856
RPL22P7,RPL22P7
RAB6C-AS1,RAB6C-AS1
RAB6C,RAB6C
AC079776.3,AC079776.3
FAR2P1,FAR2P1
AC079776.2,AC079776.2
AC079776.1,AC079776.1
ARHGAP42P2,ARHGAP42P2
KLF2P1,KLF2P1
CYP4F27P,CYP4F27P
POTEF,POTEF
AC018865.2,AC018865.2
AC018865.1,AC018865.1
RNU6-1049P,RNU6-1049P
MED15P9,MED15P9
CCDC74B,CCDC74B
SMPD4,SMPD4
MZT2B,MZT2B
TUBA3E,TUBA3E
AC018804.1,AC018804.1
RHOQP3,RHOQP3
NOC2LP1,NOC2LP1
AC134915.1,AC134915.1
MED15P5,MED15P5
MTND1P29,MTND1P29
MTND2P22,MTND2P22
MTCO1P7,MTCO1P7
MTCO2P7,MTCO2P7
MTATP6P7,MTATP6P7
MTCO3P7,MTCO3P7
AC068137.3,AC068137.3
AC068137.4,AC068137.4
MTND4P27,MTND4P27
MTND5P29,MTND5P29
MTND6P8,MTND6P8
MTCYBP8,MTCYBP8
AC068137.1,AC068137.1
AC068137.2,AC068137.2
AC132479.1,AC132479.1
CCDC115,CCDC115
IMP4,IMP4
PTPN18,PTPN18
FAR2P2,FAR2P2
KLF2P2,KLF2P2
CYP4F62P,CYP4F62P
POTEI,POTEI
RNU6-473P,RNU6-473P
AC013269.2,AC013269.2
RF00017,RF00017
CFC1B,CFC1B
AC013269.1,AC013269.1
PRSS40B,PRSS40B
PRSS40A,PRSS40A
AC140481.2,AC140481.2
CFC1,CFC1
RF00017,RF00017
POTEJ,POTEJ
RNU6-848P,RNU6-848P
CYP4F30P,CYP4F30P
AC140481.3,AC140481.3
FAR2P3,FAR2P3
KLF2P3,KLF2P3
GPR148,GPR148
AC140481.1,AC140481.1
AMER3,AMER3
CYCSP8,CYCSP8
AC133785.1,AC133785.1
ARHGEF4,ARHGEF4
RF00426,RF00426
RF00423,RF00423
AC009477.2,AC009477.2
FAM168B,FAM168B
PLEKHB2,PLEKHB2
NEK2P4,NEK2P4
AC009477.1,AC009477.1
NF1P8,NF1P8
AC131180.1,AC131180.1
MED15P8,MED15P8
POTEE,POTEE
RNU6-127P,RNU6-127P
FAR2P4,FAR2P4
KLF2P4,KLF2P4
AC073869.7,AC073869.7
ARHGAP42P1,ARHGAP42P1
AC073869.9,AC073869.9
AC073869.2,AC073869.2
RAB6D,RAB6D
AC073869.5,AC073869.5
MTCYBP10,MTCYBP10
MTND6P10,MTND6P10
MTND5P23,MTND5P23
MTND4P21,MTND4P21
AC073869.6,AC073869.6
MTND3P18,MTND3P18
MTCO3P18,MTCO3P18
MTATP6P4,MTATP6P4
MTCO2P18,MTCO2P18
MTCO1P18,MTCO1P18
MTND2P18,MTND2P18
MTND1P26,MTND1P26
MED15P3,MED15P3
AC073869.4,AC073869.4
LINC01120,LINC01120
AC073869.8,AC073869.8
GNAQP1,GNAQP1
NOC2LP2,NOC2LP2
RHOQP2,RHOQP2
AC073869.3,AC073869.3
MZT2A,MZT2A
TUBA3D,TUBA3D
MIR4784,MIR4784
AC073869.1,AC073869.1
CCDC74A,CCDC74A
MED15P4,MED15P4
POTEKP,POTEKP
RNU6-617P,RNU6-617P
AC093838.1,AC093838.1
LINC01087,LINC01087
GRAMD4P8,GRAMD4P8
C2orf27A,C2orf27A
AC093724.1,AC093724.1
C2orf27B,C2orf27B
AC103564.3,AC103564.3
AC103564.1,AC103564.1
AC103564.2,AC103564.2
AJ239322.2,AJ239322.2
AJ239322.1,AJ239322.1
LINC01945,LINC01945
AC093787.1,AC093787.1
AC098826.3,AC098826.3
AC098826.1,AC098826.1
AC098826.2,AC098826.2
ANKRD30BL,ANKRD30BL
RNU6-1132P,RNU6-1132P
RNA5-8SP5,RNA5-8SP5
MIR663B,MIR663B
CDC27P1,CDC27P1
AC097532.1,AC097532.1
ZNF806,ZNF806
AC097532.2,AC097532.2
FAM201B,FAM201B
RNU6-175P,RNU6-175P
GPR39,GPR39
YBX1P7,YBX1P7
RN7SKP103,RN7SKP103
LYPD1,LYPD1
AC010974.1,AC010974.1
NCKAP5,NCKAP5
AC016909.1,AC016909.1
AC016909.2,AC016909.2
AC011755.1,AC011755.1
AC010890.1,AC010890.1
RNU6-579P,RNU6-579P
RN7SKP154,RN7SKP154
NCKAP5-IT1,NCKAP5-IT1
AC011243.1,AC011243.1
RN7SKP93,RN7SKP93
MGAT5,MGAT5
MIR3679,MIR3679
RNA5SP104,RNA5SP104
EDDM3CP,EDDM3CP
TMEM163,TMEM163
CCNT2-AS1,CCNT2-AS1
VDAC2P4,VDAC2P4
AC110620.1,AC110620.1
ACMSD,ACMSD
MIR5590,MIR5590
CCNT2,CCNT2
MAP3K19,MAP3K19
RAB3GAP1,RAB3GAP1
SNORA40B,SNORA40B
ZRANB3,ZRANB3
AC064850.1,AC064850.1
R3HDM1,R3HDM1
RNU6-512P,RNU6-512P
MIR128-1,MIR128-1
UBXN4,UBXN4
LCT,LCT
RF00019,RF00019
AC011893.1,AC011893.1
MCM6,MCM6
AC011999.1,AC011999.1
DARS,DARS
DARS-AS1,DARS-AS1
AC068492.1,AC068492.1
CXCR4,CXCR4
HNRNPKP2,HNRNPKP2
AC112255.1,AC112255.1
UBBP1,UBBP1
RN7SKP141,RN7SKP141
SMC4P1,SMC4P1
THSD7B,THSD7B
RNA5SP105,RNA5SP105
RF00019,RF00019
HNMT,HNMT
LINC01832,LINC01832
AC097523.1,AC097523.1
YWHAEP5,YWHAEP5
AC097523.2,AC097523.2
AC097721.1,AC097721.1
AC114763.1,AC114763.1
AC114763.2,AC114763.2
SPOPL,SPOPL
AC092620.2,AC092620.2
AC092620.3,AC092620.3
AC092620.1,AC092620.1
NXPH2,NXPH2
RN7SKP286,RN7SKP286
YY1P2,YY1P2
AHCYP4,AHCYP4
AC062021.1,AC062021.1
AC016710.1,AC016710.1
RF00139,RF00139
MRPS18BP2,MRPS18BP2
AC012497.1,AC012497.1
AC078851.1,AC078851.1
RN7SL283P,RN7SL283P
LINC01853,LINC01853
MTCO1P44,MTCO1P44
MTND2P19,MTND2P19
MTND1P27,MTND1P27
LRP1B,LRP1B
RF02271,RF02271
MIR7157,MIR7157
AC117947.1,AC117947.1
AC010740.1,AC010740.1
RF00019,RF00019
RNU6-904P,RNU6-904P
AC068287.1,AC068287.1
AC078882.1,AC078882.1
UBE2V1P14,UBE2V1P14
AC013444.1,AC013444.1
KYNU,KYNU
AC013444.2,AC013444.2
ARHGAP15,ARHGAP15
MTCYBP11,MTCYBP11
MTND6P11,MTND6P11
MTND5P24,MTND5P24
MTND4P22,MTND4P22
MTND4LP12,MTND4LP12
MTND3P9,MTND3P9
MTCO3P5,MTCO3P5
AC013437.2,AC013437.2
MTCO2P5,MTCO2P5
AC013437.1,AC013437.1
AC096558.1,AC096558.1
AC096558.2,AC096558.2
AC079793.1,AC079793.1
AC092652.3,AC092652.3
AC092652.1,AC092652.1
AC092652.2,AC092652.2
AC079584.2,AC079584.2
AC079584.1,AC079584.1
RF00019,RF00019
AC016910.1,AC016910.1
GTDC1,GTDC1
ZEB2,ZEB2
AC009951.2,AC009951.2
AC009951.1,AC009951.1
ZEB2-AS1,ZEB2-AS1
RF01984,RF01984
RF01986,RF01986
RF01987,RF01987
LINC01412,LINC01412
TEX41,TEX41
AC023128.1,AC023128.1
RF01992,RF01992
AC023128.2,AC023128.2
LINC01966,LINC01966
AC096666.1,AC096666.1
RPL6P5,RPL6P5
AC092484.1,AC092484.1
AC079163.1,AC079163.1
AC079248.1,AC079248.1
AC079248.2,AC079248.2
AC062031.1,AC062031.1
RNU7-2P,RNU7-2P
RPL17P12,RPL17P12
AC093084.1,AC093084.1
PABPC1P2,PABPC1P2
AC103881.1,AC103881.1
LINC01911,LINC01911
AC062032.1,AC062032.1
RNU6-692P,RNU6-692P
RF00019,RF00019
RNU6-715P,RNU6-715P
RNA5SP106,RNA5SP106
AC009480.2,AC009480.2
ACVR2A,ACVR2A
RNU6-1275P,RNU6-1275P
AC009480.1,AC009480.1
ORC4,ORC4
MBD5,MBD5
AC019226.1,AC019226.1
AC019226.2,AC019226.2
RF00554,RF00554
AC019070.1,AC019070.1
RPS29P8,RPS29P8
EPC2,EPC2
RNU2-9P,RNU2-9P
UBBP3,UBBP3
AC105402.3,AC105402.3
AC105402.2,AC105402.2
AC105402.1,AC105402.1
KIF5C,KIF5C
LYPD6B,LYPD6B
TXNP5,TXNP5
FAM8A3P,FAM8A3P
LYPD6,LYPD6
AC007394.1,AC007394.1
MMADHC,MMADHC
AC007364.1,AC007364.1
RNU6-601P,RNU6-601P
LINC01931,LINC01931
LINC01818,LINC01818
LINC01817,LINC01817
RND3,RND3
LINC01920,LINC01920
AC104777.3,AC104777.3
AC104777.2,AC104777.2
AC104777.1,AC104777.1
AC023469.2,AC023469.2
AC023469.1,AC023469.1
AC018731.1,AC018731.1
FABP5P10,FABP5P10
RBM43,RBM43
NMI,NMI
TNFAIP6,TNFAIP6
MIR4773-2,MIR4773-2
MIR4773-1,MIR4773-1
RN7SL124P,RN7SL124P
RIF1,RIF1
NEB,NEB
ARL5A,ARL5A
AC068547.1,AC068547.1
CACNB4,CACNB4
AC079790.1,AC079790.1
STAM2,STAM2
RPL30P2,RPL30P2
RF00019,RF00019
FMNL2,FMNL2
AC012066.1,AC012066.1
AC012443.1,AC012443.1
PRPF40A,PRPF40A
ARL6IP6,ARL6IP6
AC009969.1,AC009969.1
UBQLN4P2,UBQLN4P2
ATP5PBP4,ATP5PBP4
AC079150.1,AC079150.1
AC079150.2,AC079150.2
LINC01850,LINC01850
RPL23AP29,RPL23AP29
AC012501.2,AC012501.2
AC012501.1,AC012501.1
RF00275,RF00275
RPRM,RPRM
DNAJA1P2,DNAJA1P2
GALNT13,GALNT13
PHBP4,PHBP4
AC009227.1,AC009227.1
AC009227.2,AC009227.2
RNA5SP107,RNA5SP107
AC061961.1,AC061961.1
KCNJ3,KCNJ3
CBX3P6,CBX3P6
AC092625.1,AC092625.1
RNU6-1001P,RNU6-1001P
MTCO1P45,MTCO1P45
MTND2P20,MTND2P20
ATP5F1AP2,ATP5F1AP2
MTND4P28,MTND4P28
MTND5P30,MTND5P30
MTND6P9,MTND6P9
MTCYBP9,MTCYBP9
RNU6-546P,RNU6-546P
LINC01876,LINC01876
AC073551.1,AC073551.1
AC074099.1,AC074099.1
NR4A2,NR4A2
GPD2,GPD2
LINC01958,LINC01958
RPLP0P7,RPLP0P7
CDK7P1,CDK7P1
GALNT5,GALNT5
RN7SKP281,RN7SKP281
ERMN,ERMN
FAM133DP,FAM133DP
CYTIP,CYTIP
ACVR1C,ACVR1C
AC019186.1,AC019186.1
ACVR1,ACVR1
UPP2,UPP2
AC013731.1,AC013731.1
RNU6-436P,RNU6-436P
AC091488.1,AC091488.1
AC005539.1,AC005539.1
RNU6-932P,RNU6-932P
PTP4A1P1,PTP4A1P1
UPP2-IT1,UPP2-IT1
CCDC148-AS1,CCDC148-AS1
CCDC148,CCDC148
HNRNPDLP2,HNRNPDLP2
RN7SL393P,RN7SL393P
PKP4,PKP4
AC005042.1,AC005042.1
PKP4-AS1,PKP4-AS1
AC005042.2,AC005042.2
AC005042.3,AC005042.3
DAPL1,DAPL1
OR7E89P,OR7E89P
OR7E28P,OR7E28P
OR7E90P,OR7E90P
RNU2-21P,RNU2-21P
TANC1,TANC1
BTF3L4P2,BTF3L4P2
RNU6-580P,RNU6-580P
GSTM3P2,GSTM3P2
MIR6888,MIR6888
WDSUB1,WDSUB1
BAZ2B,BAZ2B
AC008277.1,AC008277.1
AC008277.2,AC008277.2
AC009506.2,AC009506.2
RF00019,RF00019
AC009506.1,AC009506.1
AC009961.1,AC009961.1
AC009961.3,AC009961.3
Mar-07,Mar-07
CD302,CD302
LY75-CD302,LY75-CD302
LY75,LY75
AC009961.2,AC009961.2
PLA2R1,PLA2R1
ITGB6,ITGB6
AC092153.1,AC092153.1
LINC02478,LINC02478
RBMS1,RBMS1
MIR4785,MIR4785
AC096656.1,AC096656.1
RN7SL423P,RN7SL423P
AC009313.2,AC009313.2
AC009313.1,AC009313.1
TANK,TANK
AC009299.3,AC009299.3
LINC01806,LINC01806
AC009299.1,AC009299.1
PSMD14,PSMD14
AC009299.2,AC009299.2
RNA5SP108,RNA5SP108
TBR1,TBR1
AC009487.1,AC009487.1
AC009487.2,AC009487.2
SLC4A10,SLC4A10
AC009487.3,AC009487.3
AHCTF1P1,AHCTF1P1
RF01210,RF01210
AC062022.1,AC062022.1
KRT18P46,KRT18P46
RPEP5,RPEP5
DPP4,DPP4
AC008063.1,AC008063.1
TIMM8AP1,TIMM8AP1
EIF3EP2,EIF3EP2
AC008063.2,AC008063.2
GCG,GCG
AC007750.1,AC007750.1
FAP,FAP
IFIH1,IFIH1
GCA,GCA
KCNH7,KCNH7
RNA5SP109,RNA5SP109
AC011900.1,AC011900.1
RPL7P61,RPL7P61
RNU6-627P,RNU6-627P
FIGN,FIGN
AC016766.1,AC016766.1
PRPS1P1,PRPS1P1
CYP2C56P,CYP2C56P
GRB14,GRB14
AC107075.1,AC107075.1
COBLL1,COBLL1
AC019181.1,AC019181.1
SNORA70F,SNORA70F
AC019197.1,AC019197.1
RNA5SP110,RNA5SP110
RNA5SP111,RNA5SP111
SLC38A11,SLC38A11
SCN3A,SCN3A
SCN2A,SCN2A
MAPRE1P3,MAPRE1P3
CSRNP3,CSRNP3
GALNT3,GALNT3
AC009495.3,AC009495.3
AC009495.1,AC009495.1
AC009495.2,AC009495.2
TTC21B,TTC21B
TTC21B-AS1,TTC21B-AS1
AC010127.1,AC010127.1
SCN1A,SCN1A
RF00019,RF00019
RN7SKP152,RN7SKP152
SCN9A,SCN9A
SCN7A,SCN7A
AC074101.1,AC074101.1
XIRP2,XIRP2
AC092601.1,AC092601.1
XIRP2-AS1,XIRP2-AS1
AC073050.1,AC073050.1
RNU7-148P,RNU7-148P
CTAGE14P,CTAGE14P
AC016723.1,AC016723.1
B3GALT1,B3GALT1
STK39,STK39
AC067940.1,AC067940.1
RN7SL813P,RN7SL813P
CERS6,CERS6
MIR4774,MIR4774
RNU6-766P,RNU6-766P
CERS6-AS1,CERS6-AS1
NOSTRIN,NOSTRIN
SPC25,SPC25
G6PC2,G6PC2
ABCB11,ABCB11
DHRS9,DHRS9
AC007556.1,AC007556.1
UBE2V1P6,UBE2V1P6
LRP2,LRP2
BBS5,BBS5
AC093899.2,AC093899.2
KLHL41,KLHL41
FASTKD1,FASTKD1
AC093899.1,AC093899.1
PPIG,PPIG
CCDC173,CCDC173
AC016772.1,AC016772.1
PHOSPHO2,PHOSPHO2
KLHL23,KLHL23
RF00432,RF00432
PTCHD3P2,PTCHD3P2
AC009967.1,AC009967.1
SSB,SSB
METTL5,METTL5
UBR3,UBR3
AC092641.1,AC092641.1
RNU6-1006P,RNU6-1006P
MYO3B,MYO3B
AC012594.1,AC012594.1
HMGB1P4,HMGB1P4
AC007277.1,AC007277.1
RF02271,RF02271
LINC01124,LINC01124
SP5,SP5
AC007405.1,AC007405.1
EIF2S2P4,EIF2S2P4
AC007405.3,AC007405.3
RF00019,RF00019
ERICH2,ERICH2
GAD1,GAD1
AC007405.2,AC007405.2
GORASP2,GORASP2
TLK1,TLK1
METTL8,METTL8
AC008065.1,AC008065.1
DCAF17,DCAF17
DAP3P2,DAP3P2
AC007969.2,AC007969.2
AC007969.1,AC007969.1
CYBRD1,CYBRD1
RPL21P38,RPL21P38
DYNC1I2,DYNC1I2
SLC25A12,SLC25A12
RNU6-182P,RNU6-182P
HAT1,HAT1
METAP1D,METAP1D
DLX1,DLX1
DLX2,DLX2
DLX2-DT,DLX2-DT
AC104088.1,AC104088.1
AC078883.3,AC078883.3
ITGA6,ITGA6
AC078883.2,AC078883.2
ITGA6-AS1,ITGA6-AS1
AC078883.1,AC078883.1
PDK1,PDK1
RF00019,RF00019
AC018712.1,AC018712.1
RAPGEF4-AS1,RAPGEF4-AS1
RF01210,RF01210
RAPGEF4,RAPGEF4
ALDH7A1P2,ALDH7A1P2
MAP3K20,MAP3K20
MAP3K20-AS1,MAP3K20-AS1
AC092573.1,AC092573.1
AC092573.2,AC092573.2
CDCA7,CDCA7
AC073465.1,AC073465.1
AC073465.2,AC073465.2
PPIAP66,PPIAP66
AC013410.1,AC013410.1
AC013410.2,AC013410.2
AC106900.2,AC106900.2
RPL5P7,RPL5P7
AC106900.1,AC106900.1
SP3,SP3
AC016737.1,AC016737.1
AC016737.2,AC016737.2
LINC01960,LINC01960
RPSAP24,RPSAP24
OLA1,OLA1
AC013467.2,AC013467.2
RN7SL65P,RN7SL65P
RF00019,RF00019
AC013467.1,AC013467.1
HNRNPA1P39,HNRNPA1P39
LINC01305,LINC01305
AC018470.1,AC018470.1
SP9,SP9
CIR1,CIR1
SCRN3,SCRN3
GPR155,GPR155
AC010894.2,AC010894.2
AC010894.1,AC010894.1
AC010894.5,AC010894.5
AC010894.3,AC010894.3
RNU6-5P,RNU6-5P
WIPF1,WIPF1
AC010894.4,AC010894.4
H3F3AP4,H3F3AP4
CHRNA1,CHRNA1
CHN1,CHN1
RNU6-763P,RNU6-763P
RNU6-1290P,RNU6-1290P
AC007435.1,AC007435.1
ATF2,ATF2
RF02271,RF02271
MIR933,MIR933
AC096649.1,AC096649.1
ATP5MC3,ATP5MC3
RF00019,RF00019
AC096649.2,AC096649.2
AC093459.1,AC093459.1
EXTL2P1,EXTL2P1
AC016751.2,AC016751.2
AC016751.1,AC016751.1
LNPK,LNPK
EVX2,EVX2
HOXD13,HOXD13
HOXD12,HOXD12
HOXD11,HOXD11
HOXD10,HOXD10
HOXD-AS2,HOXD-AS2
HOXD9,HOXD9
HOXD8,HOXD8
HOXD3,HOXD3
MIR10B,MIR10B
AC009336.2,AC009336.2
HOXD4,HOXD4
HAGLR,HAGLR
AC009336.1,AC009336.1
HAGLROS,HAGLROS
HOXD1,HOXD1
MIR7704,MIR7704
AC009336.3,AC009336.3
AC016739.1,AC016739.1
RPSAP25,RPSAP25
MTX2,MTX2
PPIAP67,PPIAP67
AC017048.1,AC017048.1
AC017048.2,AC017048.2
MIR1246,MIR1246
AC017048.3,AC017048.3
LINC01116,LINC01116
LINC01117,LINC01117
RNU6ATAC14P,RNU6ATAC14P
AC092162.2,AC092162.2
FUCA1P1,FUCA1P1
AC092162.1,AC092162.1
AC092162.3,AC092162.3
AC073636.1,AC073636.1
RNU6-187P,RNU6-187P
AC074286.1,AC074286.1
RNA5SP112,RNA5SP112
AC079305.3,AC079305.3
AC079305.2,AC079305.2
RF00019,RF00019
KRT8P40,KRT8P40
HNRNPA3,HNRNPA3
MIR4444-1,MIR4444-1
NFE2L2,NFE2L2
DNAJC19P5,DNAJC19P5
MIR3128,MIR3128
AC079305.1,AC079305.1
AC019080.1,AC019080.1
AC019080.3,AC019080.3
AC019080.4,AC019080.4
MIR6512,MIR6512
AC019080.5,AC019080.5
AC019080.2,AC019080.2
RF01210,RF01210
AGPS,AGPS
TTC30B,TTC30B
AC073834.1,AC073834.1
TTC30A,TTC30A
PDE11A,PDE11A
PDE11A,PDE11A
AC012499.1,AC012499.1
AC011998.3,AC011998.3
API5P2,API5P2
AC011998.2,AC011998.2
RNU6-629P,RNU6-629P
CYCTP,CYCTP
AC011998.1,AC011998.1
RBM45,RBM45
RNU5E-9P,RNU5E-9P
OSBPL6,OSBPL6
AC009948.1,AC009948.1
PRKRA,PRKRA
PJVK,PJVK
AC009948.2,AC009948.2
FKBP7,FKBP7
PLEKHA3,PLEKHA3
TTN-AS1,TTN-AS1
TTN,TTN
AC009948.4,AC009948.4
AC009948.3,AC009948.3
AC009948.5,AC009948.5
AC010680.3,AC010680.3
AC010680.2,AC010680.2
AC010680.4,AC010680.4
AC010680.5,AC010680.5
AC010680.1,AC010680.1
CCDC141,CCDC141
RNU7-104P,RNU7-104P
RPS6P2,RPS6P2
SESTD1,SESTD1
AC093911.1,AC093911.1
AC068042.1,AC068042.1
ZNF385B,ZNF385B
AC092642.1,AC092642.1
MIR1258,MIR1258
RF00416,RF00416
RF00560,RF00560
CWC22,CWC22
AC012669.1,AC012669.1
AC009478.1,AC009478.1
SCHLAP1,SCHLAP1
AC104820.1,AC104820.1
FTH1P20,FTH1P20
AC104076.2,AC104076.2
UBE2E3,UBE2E3
AC104076.1,AC104076.1
AC068196.1,AC068196.1
LINC01934,LINC01934
MIR4437,MIR4437
AC020595.1,AC020595.1
ITGA4,ITGA4
CERKL,CERKL
NEUROD1,NEUROD1
AC013733.2,AC013733.2
AC013733.1,AC013733.1
SAP18P2,SAP18P2
RNU6ATAC19P,RNU6ATAC19P
AC009962.1,AC009962.1
ITPRID2,ITPRID2
PPP1R1C,PPP1R1C
KRT18P29,KRT18P29
RNA5SP113,RNA5SP113
PDE1A,PDE1A
RN7SL267P,RN7SL267P
DNAJC10,DNAJC10
RPL31P15,RPL31P15
RF00019,RF00019
FRZB,FRZB
RNU6-1122P,RNU6-1122P
NCKAP1,NCKAP1
RF00019,RF00019
RF00599,RF00599
KRT8P10,KRT8P10
DUSP19,DUSP19
AC064871.1,AC064871.1
NUP35,NUP35
AC021851.1,AC021851.1
LIN28AP1,LIN28AP1
CACYBPP2,CACYBPP2
AC093639.1,AC093639.1
MIR548AE1,MIR548AE1
AC096667.1,AC096667.1
ZNF804A,ZNF804A
RPL23AP33,RPL23AP33
AC080125.1,AC080125.1
RF00096,RF00096
AC007966.1,AC007966.1
FSIP2,FSIP2
FSIP2-AS1,FSIP2-AS1
RPL21P32,RPL21P32
LINC01473,LINC01473
AC104058.1,AC104058.1
RPL23AP35,RPL23AP35
AC017071.1,AC017071.1
MED28P3,MED28P3
ZC3H15,ZC3H15
DPRXP1,DPRXP1
ITGAV,ITGAV
AC017101.1,AC017101.1
FAM171B,FAM171B
ZSWIM2,ZSWIM2
AC018735.1,AC018735.1
AC007319.1,AC007319.1
RN7SKP42,RN7SKP42
RNU6-989P,RNU6-989P
CALCRL,CALCRL
GAPDHP59,GAPDHP59
TFPI,TFPI
LINC01090,LINC01090
ST13P2,ST13P2
AC104131.1,AC104131.1
RNA5SP114,RNA5SP114
GULP1,GULP1
MIR561,MIR561
AC092598.1,AC092598.1
DIRC1,DIRC1
COL3A1,COL3A1
MIR1245A,MIR1245A
MIR1245B,MIR1245B
MIR3606,MIR3606
COL5A2,COL5A2
AC133106.1,AC133106.1
MIR3129,MIR3129
KRT18P19,KRT18P19
WDR75,WDR75
AC013439.1,AC013439.1
SLC40A1,SLC40A1
AC012488.1,AC012488.1
ASNSD1,ASNSD1
ANKAR,ANKAR
OSGEPL1,OSGEPL1
OSGEPL1-AS1,OSGEPL1-AS1
AC013468.1,AC013468.1
ORMDL1,ORMDL1
PMS1,PMS1
C2orf88,C2orf88
AC019178.2,AC019178.2
HNRNPCP2,HNRNPCP2
AC019178.1,AC019178.1
MSTN,MSTN
HIBCH,HIBCH
INPP1,INPP1
MFSD6,MFSD6
AC093388.1,AC093388.1
NEMP2,NEMP2
AC108047.1,AC108047.1
RN7SKP179,RN7SKP179
AC006460.2,AC006460.2
NAB1,NAB1
AC006460.1,AC006460.1
AC005540.1,AC005540.1
GLS,GLS
STAT1,STAT1
AC067945.1,AC067945.1
AC067945.2,AC067945.2
AC067945.3,AC067945.3
STAT4,STAT4
RNU6-959P,RNU6-959P
AC079777.1,AC079777.1
HMGB1P27,HMGB1P27
AC092614.1,AC092614.1
MYO1B,MYO1B
RNU6-1045P,RNU6-1045P
NABP1,NABP1
RF02271,RF02271
AC098872.1,AC098872.1
CAVIN2,CAVIN2
AC098617.1,AC098617.1
DNAJB1P1,DNAJB1P1
TMEFF2,TMEFF2
AC062039.1,AC062039.1
AC013401.1,AC013401.1
PCGEM1,PCGEM1
RPS17P8,RPS17P8
RF01981,RF01981
AC092638.1,AC092638.1
AC092638.2,AC092638.2
AC074290.1,AC074290.1
AC068135.2,AC068135.2
AC068135.1,AC068135.1
GLULP6,GLULP6
HNRNPA1P47,HNRNPA1P47
LINC01821,LINC01821
AC106883.1,AC106883.1
RF00017,RF00017
RF00273,RF00273
LINC01790,LINC01790
AC010983.1,AC010983.1
AC104823.1,AC104823.1
AC064834.1,AC064834.1
RNU6-169P,RNU6-169P
LINC01825,LINC01825
LINC01827,LINC01827
SLC39A10,SLC39A10
AHCYP5,AHCYP5
RNU6-915P,RNU6-915P
DNAH7,DNAH7
E2F3P2,E2F3P2
AC114760.1,AC114760.1
STK17B,STK17B
AC114760.2,AC114760.2
HECW2,HECW2
AC020571.1,AC020571.1
RN7SL820P,RN7SL820P
AC068544.1,AC068544.1
CCDC150,CCDC150
RF00424,RF00424
GTF3C3,GTF3C3
C2orf66,C2orf66
AC012486.1,AC012486.1
PGAP1,PGAP1
ANKRD44,ANKRD44
HNRNPA3P15,HNRNPA3P15
AC017035.1,AC017035.1
AC013264.1,AC013264.1
ANKRD44-IT1,ANKRD44-IT1
ATP5MC2P3,ATP5MC2P3
AC010746.1,AC010746.1
NPM1P46,NPM1P46
SF3B1,SF3B1
RF00394,RF00394
RNU6-1029P,RNU6-1029P
COQ10B,COQ10B
HSPD1,HSPD1
HSPE1,HSPE1
HSPE1-MOB4,HSPE1-MOB4
MOB4,MOB4
AC020550.1,AC020550.1
RFTN2,RFTN2
AC011997.1,AC011997.1
MARS2,MARS2
BOLL,BOLL
PLCL1,PLCL1
AC020719.1,AC020719.1
LINC01923,LINC01923
AC019330.1,AC019330.1
AC020718.1,AC020718.1
AC018717.1,AC018717.1
RNU7-147P,RNU7-147P
SATB2,SATB2
AC016746.1,AC016746.1
SATB2-AS1,SATB2-AS1
LINC01877,LINC01877
SEPHS1P6,SEPHS1P6
